Owner,Kind,Constant,Value,Description
SignatureType,Enumeration,sigtypeMax,3,Specifies the maximum number of the signature types available in the current version of Office.
XlAxisCrosses,Enumeration,xlAxisCrossesAutomatic,-4105,
XlAxisCrosses,Enumeration,xlAxisCrossesCustom,-4114,
XlAxisCrosses,Enumeration,xlAxisCrossesMaximum,2,
XlAxisCrosses,Enumeration,xlAxisCrossesMinimum,4,
XlAxisGroup,Enumeration,xlPrimary,1,
XlAxisGroup,Enumeration,xlSecondary,2,
XlAxisType,Enumeration,xlCategory,1,
XlAxisType,Enumeration,xlSeriesAxis,3,
XlAxisType,Enumeration,xlValue,2,
XlBarShape,Enumeration,xlBox,0,
XlBarShape,Enumeration,xlPyramidToPoint,1,
XlBarShape,Enumeration,xlPyramidToMax,2,
XlBarShape,Enumeration,xlCylinder,3,
XlBarShape,Enumeration,xlConeToPoint,4,
XlBarShape,Enumeration,xlConeToMax,5,
XlBinsType,Enumeration,xlBinsTypeAutomatic,0,
XlBinsType,Enumeration,xlBinsTypeCategorical,1,
XlBinsType,Enumeration,xlBinsTypeManual,2,
XlBinsType,Enumeration,xlBinsTypeBinSize,3,
XlBinsType,Enumeration,xlBinsTypeBinCount,4,
XlBorderWeight,Enumeration,xlHairline,1,
XlBorderWeight,Enumeration,xlMedium,-4138,
XlBorderWeight,Enumeration,xlThick,4,
XlBorderWeight,Enumeration,xlThin,2,
XlCategoryLabelLevel,Enumeration,xlCategoryLabelLevelNone,-3,
XlCategoryLabelLevel,Enumeration,xlCategoryLabelLevelCustom,-2,
XlCategoryLabelLevel,Enumeration,xlCategoryLabelLevelAll,-1,
XlCategorySortOrder,Enumeration,xlIndexAscending,0,
XlCategorySortOrder,Enumeration,xlIndexDescending,1,
XlCategorySortOrder,Enumeration,xlCategoryAscending,2,
XlCategorySortOrder,Enumeration,xlCategoryDescending,3,
XlCategoryType,Enumeration,xlCategoryScale,2,
XlCategoryType,Enumeration,xlTimeScale,3,
XlCategoryType,Enumeration,xlAutomaticScale,-4105,
XlChartElementPosition,Enumeration,xlChartElementPositionAutomatic,-4105,
XlChartElementPosition,Enumeration,xlChartElementPositionCustom,-4114,
XlChartItem,Enumeration,xlDataLabel,0,
XlChartItem,Enumeration,xlChartArea,2,
XlChartItem,Enumeration,xlSeries,3,
XlChartItem,Enumeration,xlChartTitle,4,
XlChartItem,Enumeration,xlWalls,5,
XlChartItem,Enumeration,xlCorners,6,
XlChartItem,Enumeration,xlDataTable,7,
XlChartItem,Enumeration,xlTrendline,8,
XlChartItem,Enumeration,xlErrorBars,9,
XlChartItem,Enumeration,xlXErrorBars,10,
XlChartItem,Enumeration,xlYErrorBars,11,
XlChartItem,Enumeration,xlLegendEntry,12,
XlChartItem,Enumeration,xlLegendKey,13,
XlChartItem,Enumeration,xlShape,14,
XlChartItem,Enumeration,xlMajorGridlines,15,
XlChartItem,Enumeration,xlMinorGridlines,16,
XlChartItem,Enumeration,xlAxisTitle,17,
XlChartItem,Enumeration,xlUpBars,18,
XlChartItem,Enumeration,xlPlotArea,19,
XlChartItem,Enumeration,xlDownBars,20,
XlChartItem,Enumeration,xlAxis,21,
XlChartItem,Enumeration,xlSeriesLines,22,
XlChartItem,Enumeration,xlFloor,23,
XlChartItem,Enumeration,xlLegend,24,
XlChartItem,Enumeration,xlHiLoLines,25,
XlChartItem,Enumeration,xlDropLines,26,
XlChartItem,Enumeration,xlRadarAxisLabels,27,
XlChartItem,Enumeration,xlNothing,28,
XlChartItem,Enumeration,xlLeaderLines,29,
XlChartItem,Enumeration,xlDisplayUnitLabel,30,
XlChartItem,Enumeration,xlPivotChartFieldButton,31,
XlChartItem,Enumeration,xlPivotChartDropZone,32,
XlChartItem,Enumeration,xlPivotChartExpandEntireFieldButton,33,
XlChartItem,Enumeration,xlPivotChartCollapseEntireFieldButton,34,
XlChartOrientation,Enumeration,xlDownward,-4170,
XlChartOrientation,Enumeration,xlHorizontal,-4128,
XlChartOrientation,Enumeration,xlUpward,-4171,
XlChartOrientation,Enumeration,xlVertical,-4166,
XlChartPictureType,Enumeration,xlStackScale,3,
XlChartPictureType,Enumeration,xlStack,2,
XlChartPictureType,Enumeration,xlStretch,1,
XlChartSplitType,Enumeration,xlSplitByPosition,1,
XlChartSplitType,Enumeration,xlSplitByPercentValue,3,
XlChartSplitType,Enumeration,xlSplitByCustomSplit,4,
XlChartSplitType,Enumeration,xlSplitByValue,2,
XlChartType,Enumeration,xlColumnClustered,51,
XlChartType,Enumeration,xlColumnStacked,52,
XlChartType,Enumeration,xlColumnStacked100,53,
XlChartType,Enumeration,xl3DColumnClustered,54,
XlChartType,Enumeration,xl3DColumnStacked,55,
XlChartType,Enumeration,xl3DColumnStacked100,56,
XlChartType,Enumeration,xlBarClustered,57,
XlChartType,Enumeration,xlBarStacked,58,
XlChartType,Enumeration,xlBarStacked100,59,
XlChartType,Enumeration,xl3DBarClustered,60,
XlChartType,Enumeration,xl3DBarStacked,61,
XlChartType,Enumeration,xl3DBarStacked100,62,
XlChartType,Enumeration,xlLineStacked,63,
XlChartType,Enumeration,xlLineStacked100,64,
XlChartType,Enumeration,xlLineMarkers,65,
XlChartType,Enumeration,xlLineMarkersStacked,66,
XlChartType,Enumeration,xlLineMarkersStacked100,67,
XlChartType,Enumeration,xlPieOfPie,68,
XlChartType,Enumeration,xlPieExploded,69,
XlChartType,Enumeration,xl3DPieExploded,70,
XlChartType,Enumeration,xlBarOfPie,71,
XlChartType,Enumeration,xlXYScatterSmooth,72,
XlChartType,Enumeration,xlXYScatterSmoothNoMarkers,73,
XlChartType,Enumeration,xlXYScatterLines,74,
XlChartType,Enumeration,xlXYScatterLinesNoMarkers,75,
XlChartType,Enumeration,xlAreaStacked,76,
XlChartType,Enumeration,xlAreaStacked100,77,
XlChartType,Enumeration,xl3DAreaStacked,78,
XlChartType,Enumeration,xl3DAreaStacked100,79,
XlChartType,Enumeration,xlDoughnutExploded,80,
XlChartType,Enumeration,xlRadarMarkers,81,
XlChartType,Enumeration,xlRadarFilled,82,
XlChartType,Enumeration,xlSurface,83,
XlChartType,Enumeration,xlSurfaceWireframe,84,
XlChartType,Enumeration,xlSurfaceTopView,85,
XlChartType,Enumeration,xlSurfaceTopViewWireframe,86,
XlChartType,Enumeration,xlBubble,15,
XlChartType,Enumeration,xlBubble3DEffect,87,
XlChartType,Enumeration,xlStockHLC,88,
XlChartType,Enumeration,xlStockOHLC,89,
XlChartType,Enumeration,xlStockVHLC,90,
XlChartType,Enumeration,xlStockVOHLC,91,
XlChartType,Enumeration,xlCylinderColClustered,92,
XlChartType,Enumeration,xlCylinderColStacked,93,
XlChartType,Enumeration,xlCylinderColStacked100,94,
XlChartType,Enumeration,xlCylinderBarClustered,95,
XlChartType,Enumeration,xlCylinderBarStacked,96,
XlChartType,Enumeration,xlCylinderBarStacked100,97,
XlChartType,Enumeration,xlCylinderCol,98,
XlChartType,Enumeration,xlConeColClustered,99,
XlChartType,Enumeration,xlConeColStacked,100,
XlChartType,Enumeration,xlConeColStacked100,101,
XlChartType,Enumeration,xlConeBarClustered,102,
XlChartType,Enumeration,xlConeBarStacked,103,
XlChartType,Enumeration,xlConeBarStacked100,104,
XlChartType,Enumeration,xlConeCol,105,
XlChartType,Enumeration,xlPyramidColClustered,106,
XlChartType,Enumeration,xlPyramidColStacked,107,
XlChartType,Enumeration,xlPyramidColStacked100,108,
XlChartType,Enumeration,xlPyramidBarClustered,109,
XlChartType,Enumeration,xlPyramidBarStacked,110,
XlChartType,Enumeration,xlPyramidBarStacked100,111,
XlChartType,Enumeration,xlPyramidCol,112,
XlChartType,Enumeration,xl3DColumn,-4100,
XlChartType,Enumeration,xlLine,4,
XlChartType,Enumeration,xl3DLine,-4101,
XlChartType,Enumeration,xl3DPie,-4102,
XlChartType,Enumeration,xlPie,5,
XlChartType,Enumeration,xlXYScatter,-4169,
XlChartType,Enumeration,xl3DArea,-4098,
XlChartType,Enumeration,xlArea,1,
XlChartType,Enumeration,xlDoughnut,-4120,
XlChartType,Enumeration,xlRadar,-4151,
XlChartType,Enumeration,xlCombo,-4152,
XlChartType,Enumeration,xlComboColumnClusteredLine,113,
XlChartType,Enumeration,xlComboColumnClusteredLineSecondaryAxis,114,
XlChartType,Enumeration,xlComboAreaStackedColumnClustered,115,
XlChartType,Enumeration,xlOtherCombinations,116,
XlChartType,Enumeration,xlSuggestedChart,-2,
XlChartType,Enumeration,xlTreemap,117,
XlChartType,Enumeration,xlHistogram,118,
XlChartType,Enumeration,xlWaterfall,119,
XlChartType,Enumeration,xlSunburst,120,
XlChartType,Enumeration,xlBoxwhisker,121,
XlChartType,Enumeration,xlPareto,122,
XlChartType,Enumeration,xlFunnel,123,
XlChartType,Enumeration,xlColumnClusteredEx,124,
XlChartType,Enumeration,xlColumnStackedEx,125,
XlChartType,Enumeration,xlColumnStacked100Ex,126,
XlChartType,Enumeration,xlLineEx,127,
XlChartType,Enumeration,xlLineStackedEx,128,
XlChartType,Enumeration,xlLineStacked100Ex,129,
XlChartType,Enumeration,xlPieEx,130,
XlChartType,Enumeration,xlDoughnutEx,131,
XlChartType,Enumeration,xlBarClusteredEx,132,
XlChartType,Enumeration,xlBarStackedEx,133,
XlChartType,Enumeration,xlBarStacked100Ex,134,
XlChartType,Enumeration,xlAreaEx,135,
XlChartType,Enumeration,xlAreaStackedEx,136,
XlChartType,Enumeration,xlAreaStacked100Ex,137,
XlChartType,Enumeration,xlXYScatterEx,138,
XlChartType,Enumeration,xlBubbleEx,139,
XlChartType,Enumeration,xlRegionMap,140,
XlColorIndex,Enumeration,xlColorIndexAutomatic,-4105,
XlColorIndex,Enumeration,xlColorIndexNone,-4142,
XlConstants,Enumeration,xlAutomatic,-4105,
XlConstants,Enumeration,xlCombination,-4111,
XlConstants,Enumeration,xlCustom,-4114,
XlConstants,Enumeration,xlBar,2,
XlConstants,Enumeration,xlColumn,3,
XlConstants,Enumeration,xl3DBar,-4099,
XlConstants,Enumeration,xl3DSurface,-4103,
XlConstants,Enumeration,xlDefaultAutoFormat,-1,
XlConstants,Enumeration,xlNone,-4142,
XlConstants,Enumeration,xlAbove,0,
XlConstants,Enumeration,xlBelow,1,
XlConstants,Enumeration,xlBoth,1,
XlConstants,Enumeration,xlBottom,-4107,
XlConstants,Enumeration,xlCenter,-4108,
XlConstants,Enumeration,xlChecker,9,
XlConstants,Enumeration,xlCircle,8,
XlConstants,Enumeration,xlCorner,2,
XlConstants,Enumeration,xlCrissCross,16,
XlConstants,Enumeration,xlCross,4,
XlConstants,Enumeration,xlDiamond,2,
XlConstants,Enumeration,xlDistributed,-4117,
XlConstants,Enumeration,xlFill,5,
XlConstants,Enumeration,xlFixedValue,1,
XlConstants,Enumeration,xlGeneral,1,
XlConstants,Enumeration,xlGray16,17,
XlConstants,Enumeration,xlGray25,-4124,
XlConstants,Enumeration,xlGray50,-4125,
XlConstants,Enumeration,xlGray75,-4126,
XlConstants,Enumeration,xlGray8,18,
XlConstants,Enumeration,xlGrid,15,
XlConstants,Enumeration,xlHigh,-4127,
XlConstants,Enumeration,xlInside,2,
XlConstants,Enumeration,xlJustify,-4130,
XlConstants,Enumeration,xlLeft,-4131,
XlConstants,Enumeration,xlLightDown,13,
XlConstants,Enumeration,xlLightHorizontal,11,
XlConstants,Enumeration,xlLightUp,14,
XlConstants,Enumeration,xlLightVertical,12,
XlConstants,Enumeration,xlLow,-4134,
XlConstants,Enumeration,xlMaximum,2,
XlConstants,Enumeration,xlMinimum,4,
XlConstants,Enumeration,xlMinusValues,3,
XlConstants,Enumeration,xlNextToAxis,4,
XlConstants,Enumeration,xlOpaque,3,
XlConstants,Enumeration,xlOutside,3,
XlConstants,Enumeration,xlPercent,2,
XlConstants,Enumeration,xlPlus,9,
XlConstants,Enumeration,xlPlusValues,2,
XlConstants,Enumeration,xlRight,-4152,
XlConstants,Enumeration,xlScale,3,
XlConstants,Enumeration,xlSemiGray75,10,
XlConstants,Enumeration,xlShowLabel,4,
XlConstants,Enumeration,xlShowLabelAndPercent,5,
XlConstants,Enumeration,xlShowPercent,3,
XlConstants,Enumeration,xlShowValue,2,
XlConstants,Enumeration,xlSingle,2,
XlConstants,Enumeration,xlSolid,1,
XlConstants,Enumeration,xlSquare,1,
XlConstants,Enumeration,xlStar,5,
XlConstants,Enumeration,xlStError,4,
XlConstants,Enumeration,xlTop,-4160,
XlConstants,Enumeration,xlTransparent,2,
XlConstants,Enumeration,xlTriangle,3,
XlDataLabelPosition,Enumeration,xlLabelPositionCenter,-4108,Data label centered on data point or inside bar or pie.
XlDataLabelPosition,Enumeration,xlLabelPositionAbove,0,Data label positioned above point.
XlDataLabelPosition,Enumeration,xlLabelPositionBelow,1,Data label positioned below point.
XlDataLabelPosition,Enumeration,xlLabelPositionLeft,-4131,Data label positioned at bottom of bar or pie.
XlDataLabelPosition,Enumeration,xlLabelPositionRight,-4152,Data label positioned at top of bar or pie.
XlDataLabelPosition,Enumeration,xlLabelPositionOutsideEnd,2,Data label positioned at top of bar or pie.
XlDataLabelPosition,Enumeration,xlLabelPositionInsideEnd,3,Data label positioned arbitrarily.
XlDataLabelPosition,Enumeration,xlLabelPositionInsideBase,4,Data label positioned arbitrarily.
XlDataLabelPosition,Enumeration,xlLabelPositionBestFit,5,Office application controls position of data label.
XlDataLabelPosition,Enumeration,xlLabelPositionMixed,6,Data label positioned at bottom of bar or pie.
XlDataLabelPosition,Enumeration,xlLabelPositionCustom,7,Data label centered on data point or inside bar or pie.
XlDataLabelsType,Enumeration,xlDataLabelsShowNone,-4142,
XlDataLabelsType,Enumeration,xlDataLabelsShowValue,2,
XlDataLabelsType,Enumeration,xlDataLabelsShowPercent,3,
XlDataLabelsType,Enumeration,xlDataLabelsShowLabel,4,
XlDataLabelsType,Enumeration,xlDataLabelsShowLabelAndPercent,5,
XlDataLabelsType,Enumeration,xlDataLabelsShowBubbleSizes,6,
XlDisplayBlanksAs,Enumeration,xlInterpolated,3,
XlDisplayBlanksAs,Enumeration,xlNotPlotted,1,
XlDisplayBlanksAs,Enumeration,xlZero,2,
XlDisplayUnit,Enumeration,xlHundreds,-2,Specifies units of hundreds.
XlDisplayUnit,Enumeration,xlThousands,-3,Specifies units of thousands.
XlDisplayUnit,Enumeration,xlTenThousands,-4,Specifies units of tens of thousands.
XlDisplayUnit,Enumeration,xlHundredThousands,-5,Specifies units of hundreds of thousands.
XlDisplayUnit,Enumeration,xlMillions,-6,Specifies units of millions.
XlDisplayUnit,Enumeration,xlTenMillions,-7,Specifies units of tens of millions.
XlDisplayUnit,Enumeration,xlHundredMillions,-8,Specifies units of hundreds of millions.
XlDisplayUnit,Enumeration,xlThousandMillions,-9,Specifies units of thousands of millions.
XlDisplayUnit,Enumeration,xlMillionMillions,-10,Specifies units of millions of millions.
XlDisplayUnit,Enumeration,xlDisplayUnitCustom,-4114,Specifies custom units.
XlDisplayUnit,Enumeration,xlDisplayUnitNone,-4142,No units are displayed.
XlEndStyleCap,Enumeration,xlCap,1,
XlEndStyleCap,Enumeration,xlNoCap,2,
XlErrorBarDirection,Enumeration,xlChartX,-4168,
XlErrorBarDirection,Enumeration,xlChartY,1,
XlErrorBarInclude,Enumeration,xlErrorBarIncludeBoth,1,
XlErrorBarInclude,Enumeration,xlErrorBarIncludeMinusValues,3,
XlErrorBarInclude,Enumeration,xlErrorBarIncludeNone,-4142,
XlErrorBarInclude,Enumeration,xlErrorBarIncludePlusValues,2,
XlErrorBarType,Enumeration,xlErrorBarTypeCustom,-4114,
XlErrorBarType,Enumeration,xlErrorBarTypeFixedValue,1,
XlErrorBarType,Enumeration,xlErrorBarTypePercent,2,
XlErrorBarType,Enumeration,xlErrorBarTypeStDev,-4155,
XlErrorBarType,Enumeration,xlErrorBarTypeStError,4,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelAutomatic,0,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelDataOnly,1,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelPostalCode,2,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelCounty,3,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelState,4,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelCountryRegion,5,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelCountryRegionList,6,
XlGeoMappingLevel,Enumeration,xlGeoMappingLevelWorld,7,
XlGeoProjectionType,Enumeration,xlGeoProjectionTypeAutomatic,0,
XlGeoProjectionType,Enumeration,xlGeoProjectionTypeMercator,1,
XlGeoProjectionType,Enumeration,xlGeoProjectionTypeMiller,2,
XlGeoProjectionType,Enumeration,xlGeoProjectionTypeAlbers,3,
XlGeoProjectionType,Enumeration,xlGeoProjectionTypeRobinson,4,
XlGradientStopPositionType,Enumeration,xlGradientStopPositionTypeExtremeValue,0,
XlGradientStopPositionType,Enumeration,xlGradientStopPositionTypeNumber,1,
XlGradientStopPositionType,Enumeration,xlGradientStopPositionTypePercent,2,
XlHAlign,Enumeration,xlHAlignCenter,-4108,
XlHAlign,Enumeration,xlHAlignCenterAcrossSelection,7,
XlHAlign,Enumeration,xlHAlignDistributed,-4117,
XlHAlign,Enumeration,xlHAlignFill,5,
XlHAlign,Enumeration,xlHAlignGeneral,1,
XlHAlign,Enumeration,xlHAlignJustify,-4130,
XlHAlign,Enumeration,xlHAlignLeft,-4131,
XlHAlign,Enumeration,xlHAlignRight,-4152,
XlLegendPosition,Enumeration,xlLegendPositionBottom,-4107,
XlLegendPosition,Enumeration,xlLegendPositionCorner,2,
XlLegendPosition,Enumeration,xlLegendPositionLeft,-4131,
XlLegendPosition,Enumeration,xlLegendPositionRight,-4152,
XlLegendPosition,Enumeration,xlLegendPositionTop,-4160,
XlLegendPosition,Enumeration,xlLegendPositionCustom,-4161,
XlMarkerStyle,Enumeration,xlMarkerStyleAutomatic,-4105,
XlMarkerStyle,Enumeration,xlMarkerStyleCircle,8,
XlMarkerStyle,Enumeration,xlMarkerStyleDash,-4115,
XlMarkerStyle,Enumeration,xlMarkerStyleDiamond,2,
XlMarkerStyle,Enumeration,xlMarkerStyleDot,-4118,
XlMarkerStyle,Enumeration,xlMarkerStyleNone,-4142,
XlMarkerStyle,Enumeration,xlMarkerStylePicture,-4147,
XlMarkerStyle,Enumeration,xlMarkerStylePlus,9,
XlMarkerStyle,Enumeration,xlMarkerStyleSquare,1,
XlMarkerStyle,Enumeration,xlMarkerStyleStar,5,
XlMarkerStyle,Enumeration,xlMarkerStyleTriangle,3,
XlMarkerStyle,Enumeration,xlMarkerStyleX,-4168,
XlParentDataLabelOptions,Enumeration,xlParentDataLabelOptionsNone,0,
XlParentDataLabelOptions,Enumeration,xlParentDataLabelOptionsBanner,1,
XlParentDataLabelOptions,Enumeration,xlParentDataLabelOptionsOverlapping,2,
XlPieSliceIndex,Enumeration,xlOuterCounterClockwisePoint,1,
XlPieSliceIndex,Enumeration,xlOuterCenterPoint,2,
XlPieSliceIndex,Enumeration,xlOuterClockwisePoint,3,
XlPieSliceIndex,Enumeration,xlMidClockwiseRadiusPoint,4,
XlPieSliceIndex,Enumeration,xlCenterPoint,5,
XlPieSliceIndex,Enumeration,xlMidCounterClockwiseRadiusPoint,6,
XlPieSliceIndex,Enumeration,xlInnerClockwisePoint,7,
XlPieSliceIndex,Enumeration,xlInnerCenterPoint,8,
XlPieSliceIndex,Enumeration,xlInnerCounterClockwisePoint,9,
XlPieSliceLocation,Enumeration,xlHorizontalCoordinate,1,
XlPieSliceLocation,Enumeration,xlVerticalCoordinate,2,
XlPivotFieldOrientation,Enumeration,xlColumnField,2,Specifies the Column field.
XlPivotFieldOrientation,Enumeration,xlDataField,4,Specifies the Data field.
XlPivotFieldOrientation,Enumeration,xlHidden,0,Specifies that the field is hidden.
XlPivotFieldOrientation,Enumeration,xlPageField,3,Specifies the Page field.
XlPivotFieldOrientation,Enumeration,xlRowField,1,Specifies the Row field.
XlReadingOrder,Enumeration,xlContext,-5002,
XlReadingOrder,Enumeration,xlLTR,-5003,
XlReadingOrder,Enumeration,xlRTL,-5004,
XlRegionLabelOptions,Enumeration,xlRegionLabelOptionsNone,0,
XlRegionLabelOptions,Enumeration,xlRegionLabelOptionsBestFitOnly,1,
XlRegionLabelOptions,Enumeration,xlRegionLabelOptionsShowAll,2,
XlRowCol,Enumeration,xlColumns,2,
XlRowCol,Enumeration,xlRows,1,
XlScaleType,Enumeration,xlScaleLinear,-4132,
XlScaleType,Enumeration,xlScaleLogarithmic,-4133,
XlSeriesColorGradientStyle,Enumeration,xlSeriesColorGradientStyleSequential,0,
XlSeriesColorGradientStyle,Enumeration,xlSeriesColorGradientStyleDiverging,1,
XlSeriesNameLevel,Enumeration,xlSeriesNameLevelNone,-3,
XlSeriesNameLevel,Enumeration,xlSeriesNameLevelCustom,-2,
XlSeriesNameLevel,Enumeration,xlSeriesNameLevelAll,-1,
XlSizeRepresents,Enumeration,xlSizeIsWidth,2,The size measure is for the width.
XlSizeRepresents,Enumeration,xlSizeIsArea,1,The size measure is for the area.
XlTickLabelOrientation,Enumeration,xlTickLabelOrientationAutomatic,-4105,
XlTickLabelOrientation,Enumeration,xlTickLabelOrientationDownward,-4170,
XlTickLabelOrientation,Enumeration,xlTickLabelOrientationHorizontal,-4128,
XlTickLabelOrientation,Enumeration,xlTickLabelOrientationUpward,-4171,
XlTickLabelOrientation,Enumeration,xlTickLabelOrientationVertical,-4166,
XlTickLabelPosition,Enumeration,xlTickLabelPositionHigh,-4127,
XlTickLabelPosition,Enumeration,xlTickLabelPositionLow,-4134,
XlTickLabelPosition,Enumeration,xlTickLabelPositionNextToAxis,4,
XlTickLabelPosition,Enumeration,xlTickLabelPositionNone,-4142,
XlTickMark,Enumeration,xlTickMarkCross,4,
XlTickMark,Enumeration,xlTickMarkInside,2,
XlTickMark,Enumeration,xlTickMarkNone,-4142,
XlTickMark,Enumeration,xlTickMarkOutside,3,
XlTimeUnit,Enumeration,xlDays,0,Specifies Day units.
XlTimeUnit,Enumeration,xlMonths,1,Specifies Month units.
XlTimeUnit,Enumeration,xlYears,2,Specifies Year units.
XlTrendlineType,Enumeration,xlExponential,5,
XlTrendlineType,Enumeration,xlLinear,-4132,
XlTrendlineType,Enumeration,xlLogarithmic,-4133,
XlTrendlineType,Enumeration,xlMovingAvg,6,
XlTrendlineType,Enumeration,xlPolynomial,3,
XlTrendlineType,Enumeration,xlPower,4,
XlUnderlineStyle,Enumeration,xlUnderlineStyleDouble,-4119,
XlUnderlineStyle,Enumeration,xlUnderlineStyleDoubleAccounting,5,
XlUnderlineStyle,Enumeration,xlUnderlineStyleNone,-4142,
XlUnderlineStyle,Enumeration,xlUnderlineStyleSingle,2,
XlUnderlineStyle,Enumeration,xlUnderlineStyleSingleAccounting,4,
XlVAlign,Enumeration,xlVAlignBottom,-4107,
XlVAlign,Enumeration,xlVAlignCenter,-4108,
XlVAlign,Enumeration,xlVAlignDistributed,-4117,
XlVAlign,Enumeration,xlVAlignJustify,-4130,
XlVAlign,Enumeration,xlVAlignTop,-4160,
XlValueSortOrder,Enumeration,xlValueNone,0,
XlValueSortOrder,Enumeration,xlValueAscending,1,
XlValueSortOrder,Enumeration,xlValueDescending,2,
Constants,Module,vbObjectError,-2147221504,
Constants,Module,vbNullString,"""""",
Constants,Module,vbNullChar,Chr(0),
Constants,Module,vbCrLf,Chr(13) & Chr(10),
Constants,Module,vbNewLine,Chr(13) & Chr(10),
Constants,Module,vbCr,Chr(13),
Constants,Module,vbLf,Chr(10),
Constants,Module,vbBack,Chr(8),
Constants,Module,vbFormFeed,Chr(12),
Constants,Module,vbTab,Chr(9),
Constants,Module,vbVerticalTab,Chr(11),
VbAppWinStyle,Enumeration,vbHide,0,
VbAppWinStyle,Enumeration,vbNormalFocus,1,
VbAppWinStyle,Enumeration,vbMinimizedFocus,2,
VbAppWinStyle,Enumeration,vbMaximizedFocus,3,
VbAppWinStyle,Enumeration,vbNormalNoFocus,4,
VbAppWinStyle,Enumeration,vbMinimizedNoFocus,6,
VbCalendar,Enumeration,vbCalGreg,0,
VbCalendar,Enumeration,vbCalHijri,1,
VbCallType,Enumeration,VbMethod,1,
VbCallType,Enumeration,VbGet,2,
VbCallType,Enumeration,VbLet,4,
VbCallType,Enumeration,VbSet,8,
VbCompareMethod,Enumeration,vbBinaryCompare,0,
VbCompareMethod,Enumeration,vbTextCompare,1,
VbCompareMethod,Enumeration,vbDatabaseCompare,2,
VbDateTimeFormat,Enumeration,vbGeneralDate,0,
VbDateTimeFormat,Enumeration,vbLongDate,1,
VbDateTimeFormat,Enumeration,vbShortDate,2,
VbDateTimeFormat,Enumeration,vbLongTime,3,
VbDateTimeFormat,Enumeration,vbShortTime,4,
VbDayOfWeek,Enumeration,vbUseSystemDayOfWeek,0,
VbDayOfWeek,Enumeration,vbSunday,1,
VbDayOfWeek,Enumeration,vbMonday,2,
VbDayOfWeek,Enumeration,vbTuesday,3,
VbDayOfWeek,Enumeration,vbWednesday,4,
VbDayOfWeek,Enumeration,vbThursday,5,
VbDayOfWeek,Enumeration,vbFriday,6,
VbDayOfWeek,Enumeration,vbSaturday,7,
VbFileAttribute,Enumeration,vbNormal,0,
VbFileAttribute,Enumeration,vbReadOnly,1,
VbFileAttribute,Enumeration,vbHidden,2,
VbFileAttribute,Enumeration,vbSystem,4,
VbFileAttribute,Enumeration,vbVolume,8,
VbFileAttribute,Enumeration,vbDirectory,16,
VbFileAttribute,Enumeration,vbArchive,32,
VbFileAttribute,Enumeration,vbAlias,64,
VbFirstWeekOfYear,Enumeration,vbUseSystem,0,
VbFirstWeekOfYear,Enumeration,vbFirstJan1,1,
VbFirstWeekOfYear,Enumeration,vbFirstFourDays,2,
VbFirstWeekOfYear,Enumeration,vbFirstFullWeek,3,
VbIMEStatus,Enumeration,vbIMENoOp,0,
VbIMEStatus,Enumeration,vbIMEModeNoControl,0,
VbIMEStatus,Enumeration,vbIMEOn,1,
VbIMEStatus,Enumeration,vbIMEModeOn,1,
VbIMEStatus,Enumeration,vbIMEOff,2,
VbIMEStatus,Enumeration,vbIMEModeOff,2,
VbIMEStatus,Enumeration,vbIMEDisable,3,
VbIMEStatus,Enumeration,vbIMEModeDisable,3,
VbIMEStatus,Enumeration,vbIMEHiragana,4,
VbIMEStatus,Enumeration,vbIMEModeHiragana,4,
VbIMEStatus,Enumeration,vbIMEKatakanaDbl,5,
VbIMEStatus,Enumeration,vbIMEModeKatakana,5,
VbIMEStatus,Enumeration,vbIMEKatakanaSng,6,
VbIMEStatus,Enumeration,vbIMEModeKatakanaHalf,6,
VbIMEStatus,Enumeration,vbIMEAlphaDbl,7,
VbIMEStatus,Enumeration,vbIMEModeAlphaFull,7,
VbIMEStatus,Enumeration,vbIMEAlphaSng,8,
VbIMEStatus,Enumeration,vbIMEModeAlpha,8,
VbIMEStatus,Enumeration,vbIMEModeHangulFull,9,
VbIMEStatus,Enumeration,vbIMEModeHangul,10,
VbMsgBoxResult,Enumeration,vbOK,1,
VbMsgBoxResult,Enumeration,vbCancel,2,
VbMsgBoxResult,Enumeration,vbAbort,3,
VbMsgBoxResult,Enumeration,vbRetry,4,
VbMsgBoxResult,Enumeration,vbIgnore,5,
VbMsgBoxResult,Enumeration,vbYes,6,
VbMsgBoxResult,Enumeration,vbNo,7,
VbMsgBoxStyle,Enumeration,vbOKOnly,0,
VbMsgBoxStyle,Enumeration,vbOKCancel,1,
VbMsgBoxStyle,Enumeration,vbAbortRetryIgnore,2,
VbMsgBoxStyle,Enumeration,vbYesNoCancel,3,
VbMsgBoxStyle,Enumeration,vbYesNo,4,
VbMsgBoxStyle,Enumeration,vbRetryCancel,5,
VbMsgBoxStyle,Enumeration,vbCritical,16,
VbMsgBoxStyle,Enumeration,vbQuestion,32,
